,ENSG00000022267.19,ENSG00000031081.11,ENSG00000047648.23,ENSG00000066405.13,ENSG00000070778.13,ENSG00000072163.20,ENSG00000072657.9,ENSG00000073754.6,ENSG00000078081.8,ENSG00000092051.17,ENSG00000094963.14,ENSG00000101280.8,ENSG00000102104.9,ENSG00000102683.8,ENSG00000102760.13,ENSG00000105971.15,ENSG00000105974.13,ENSG00000107742.13,ENSG00000108381.11,ENSG00000108576.10,ENSG00000109205.16,ENSG00000111052.7,ENSG00000112782.19,ENSG00000114790.13,ENSG00000114854.8,ENSG00000115361.8,ENSG00000118526.7,ENSG00000120156.22,ENSG00000120913.23,ENSG00000121691.7,ENSG00000123119.12,ENSG00000125459.17,ENSG00000128268.12,ENSG00000131471.7,ENSG00000131831.18,ENSG00000134020.8,ENSG00000134115.13,ENSG00000134917.10,ENSG00000135052.16,ENSG00000135063.19,ENSG00000135218.19,ENSG00000135604.10,ENSG00000136160.17,ENSG00000138821.13,ENSG00000139304.16,ENSG00000139567.13,ENSG00000140600.17,ENSG00000141338.14,ENSG00000143590.14,ENSG00000144843.11,ENSG00000150625.16,ENSG00000151718.16,ENSG00000154342.6,ENSG00000154721.15,ENSG00000154783.12,ENSG00000155511.18,ENSG00000155897.10,ENSG00000157654.19,ENSG00000158435.8,ENSG00000158764.7,ENSG00000159307.19,ENSG00000159708.18,ENSG00000161649.13,ENSG00000163501.7,ENSG00000163815.6,ENSG00000165197.5,ENSG00000166123.14,ENSG00000167434.10,ENSG00000167588.13,ENSG00000168309.18,ENSG00000168481.9,ENSG00000168484.12,ENSG00000168497.5,ENSG00000168539.4,ENSG00000168952.15,ENSG00000169218.14,ENSG00000169252.6,ENSG00000169418.10,ENSG00000170323.9,ENSG00000170989.10,ENSG00000171885.18,ENSG00000176771.17,ENSG00000179133.15,ENSG00000180440.4,ENSG00000182010.11,ENSG00000183010.17,ENSG00000183019.7,ENSG00000186994.11,ENSG00000196616.14,ENSG00000197465.14,ENSG00000198358.4,ENSG00000198873.12,ENSG00000204305.14,ENSG00000213853.10,ENSG00000224215.1,ENSG00000227051.7,ENSG00000234281.5,ENSG00000238018.2,ENSG00000241644.2,ENSG00000243566.7,ENSG00000244215.2,ENSG00000244280.1,ENSG00000248551.1,ENSG00000249741.2,ENSG00000257894.2,ENSG00000261371.6,ENSG00000261863.1,ENSG00000263155.6,ENSG00000268388.6,ENSG00000277494.2,Label
TCGA-55-A4DG-01A-11R-A24H-07,2249,1009,171,1174,843,339,32,2,3478,34,624,9,3,33,2388,3380,4005,2222,85,6,10,51,884,662,532,247,385,226,428,4911,149,788,270,2003,266,819,12,185,7318,1951,1147,230,500,6443,57,546,2,712,82,353,108,1687,11,213,301,37,6,2384,6820,17,227,230,16,7,49,253,1214,27,121,319,273,71233,2982,2,24,90,264,430,87,539,11259,55,2,12,441,3164,23,94,3254,10,5,480,3976,9198,0,312,35,142,2281,179,0,19,0,6,44,4191,4,42,66,46,1
TCGA-55-8506-01A-11R-2403-07,157,635,60,30,578,407,1,0,12439,13,78,4,3,0,541,3534,2854,785,0,2,1,27,543,1717,230,10,31,179,525,5228,11,939,33,753,121,1287,10,9,15802,300,266,208,105,8485,1,700,4,17,1333,232,1,191,243,113,416,0,0,1187,4009,0,45,47,0,2,31,3,534,11,114,56,2,57,362,2,13,3,156,89,22,418,5137,11,5,0,284,11813,113,124,7,3,0,1047,143,6225,0,103,0,7,88,61,5,1,0,4,15,4039,0,27,52,8,1
TCGA-05-5428-01A-01R-1628-07,450,331,46,242,180,109,0,1,214,12,765,0,3,8,1166,4728,1827,246,24,9,2,25,60,248,956,10,27,115,238,2775,22,216,21,281,64,87,6,14,2745,98,658,111,162,7207,0,497,2,46,342,322,16,769,3,132,176,8,1,412,1927,11,14,36,4,2,62,51,331,18,16,44,6,4963,1210,0,29,1,22,52,74,283,845,33,0,0,367,2365,217,37,502,7,0,184,513,5595,0,104,7,4,253,58,5,22,1,4,49,2888,2,15,27,59,1
TCGA-44-7672-01A-11R-2066-07,1046,2635,213,303,835,1299,18,6,3407,96,1758,36,0,6,1938,3275,4812,7745,26,14,2,123,497,550,70,45,107,669,1108,4071,91,642,506,3751,1006,234,28,87,23218,504,509,841,698,3461,5,2888,7,262,148,1144,27,1432,15,669,1908,15,0,8025,3810,1,106,38,4,15,175,53,3037,66,617,591,21,3287,643,1,93,39,212,968,28,1507,1179,164,30,0,343,4423,647,200,980,29,0,1621,966,20763,1,939,11,18,683,125,0,7,0,18,14,17215,3,51,159,98,1
TCGA-64-5781-01A-01R-1628-07,621,349,44,5,363,569,58,0,400,5,478,10,0,1,780,4030,3587,1320,20,2,2,46,179,238,39,1,42,100,648,1213,41,403,33,1397,164,20,5,8,14038,54,79,237,143,7110,22,505,1,23,217,152,2,720,12,309,240,8,2,1868,2173,0,88,7,2,0,17,4,350,2,122,36,22,27,264,0,14,19,35,115,101,835,10,12,12,1,162,3000,14,79,42,5,0,201,69,2337,0,219,1,2,197,23,0,1,0,4,23,3135,0,50,24,8,1
TCGA-05-4422-01A-01R-1206-07,503,1895,150,12410,1087,576,7,13,1677,39,604,4,14,16,1405,743,1426,5858,154,13,189,729,17364,454,232,952,15,274,2722,9006,13,1344,1565,455,505,395,29,67,28922,1120,232,614,363,5698,52,1150,96,319,449,1588,158,2065,16,269,869,65,0,3166,9598,0,97,80,0,523,158,91,16274,15,88,239,9,668,925,5,39,2,190,228,15,893,2854,293,5,0,638,9430,8,96,646,20,2,982,495,20952,4,305,246,220,468,78,0,11,0,10,910,9155,90,125,59,81,1
TCGA-44-2656-01A-02R-0946-07,2606,4413,273,4559,1374,1052,44,18,10742,114,2168,66,14,39,4888,6539,9817,6840,103,389,17,190,2716,1946,618,190,276,1962,1081,9820,101,939,816,4978,695,951,89,452,24990,1353,1732,1447,1040,22481,42,3519,28,611,260,2411,162,4103,55,999,2112,87,13,6372,11755,93,339,154,23,14,629,739,5248,524,1125,1211,383,115548,4183,25,253,51,434,888,1030,2538,7116,329,24,36,1552,10655,990,166,4874,36,4,1581,8510,19001,4,735,45,114,2399,299,20,28,6,16,72,21649,26,71,531,352,1
TCGA-78-7535-01A-11R-2066-07,633,1223,117,69,441,648,1,27,900,11,187,12,1,9,1069,9105,3756,579,9,3,0,71,1113,527,579,4,62,161,1831,2645,23,611,167,1111,151,17385,6,41,27258,653,147,392,192,11548,0,1721,0,47,3173,937,2,647,12,327,1142,7,0,1672,4618,3,31,64,14,9,106,6,1967,5,38,82,5,724,2241,0,21,3,298,336,36,498,8305,38,2,0,389,6480,25,259,122,23,0,595,545,38459,0,409,2,34,208,77,0,30,0,27,82,7564,0,117,33,96,1
TCGA-86-8358-01A-11R-2326-07,682,493,77,2970,179,241,11,1,659,57,442,0,1,17,481,537,1218,804,65,9,0,447,257,144,13,16,38,182,215,1715,105,534,146,886,388,22,5,28,6124,41,497,175,242,884,25,777,6,62,124,324,214,490,7,157,321,26,14,2654,1757,8,96,59,3,5,19,44,1387,68,41,263,5,2289,311,11,268,6,37,178,24,482,144,98,16,129,1898,3018,47,49,233,12,1,542,333,3645,6,2323,9,24,96,42,3,2,0,5,2,3298,1,20,83,77,1
TCGA-62-8402-01A-11R-2326-07,136,942,39,14,2239,194,1,1,1930,8,410,0,0,2,729,482,531,4129,6,29,3,57,572,310,57,32,5,80,199,2246,8,559,76,307,403,0,0,19,38416,369,170,569,292,2058,0,785,2,8,62,798,9,1699,2,166,515,17,4,2596,4302,3,137,243,3,15,6,11,6118,4,28,92,2,101,81,0,81,4,98,97,13,483,41,96,0,164,397,2904,15,49,66,9,0,2377,349,1900,2,33,6,60,42,12,0,0,0,0,1,3488,2,3,6,9,1
TCGA-MP-A4T7-01A-11R-A24X-07,1718,1396,197,6719,982,1034,28,13,10910,67,1483,27,27,24,4203,3637,11478,5308,72,31,26,97,3905,1024,585,362,186,492,803,4292,81,799,537,2149,472,1776,165,373,14146,1129,1460,770,818,7504,43,1558,35,428,250,738,158,1757,102,802,816,126,2,3058,3822,96,200,223,20,79,178,241,15445,203,237,756,756,241351,3625,5,365,15,248,761,545,983,8756,358,19,22,2565,2888,462,379,1967,68,3,2420,11946,11383,3,543,36,138,1491,409,15,136,6,29,67,8047,29,135,312,431,1
TCGA-50-8460-01A-11R-2326-07,1772,2437,157,2452,562,863,16,7,32564,94,1396,4,4,16,2771,1462,3167,4644,52,239,7,90,684,270,146,751,242,769,650,5077,86,634,409,2902,665,4598,17,442,3353,289,3117,265,1259,4449,7,2003,5,298,180,561,40,696,20,511,903,80,17,2942,2651,29,109,145,53,10,316,323,1370,200,160,742,192,96270,7224,25,171,39,409,642,110,5315,8318,100,13,4,286,659,479,233,4401,6,1,931,3938,7464,0,331,21,20,1660,117,4,6,0,5,22,11508,5,64,360,152,1
TCGA-69-8253-01A-11R-2287-07,3305,1866,299,2933,1559,1271,43,8,5994,74,563,26,27,45,6363,5780,12430,3958,44,2146,15,189,1813,684,447,173,318,1447,1846,7296,170,1351,316,3055,744,6833,71,548,25926,687,1606,490,2050,8772,27,3436,22,600,422,1212,235,1739,63,1322,1203,330,8,5302,4552,113,256,169,205,27,701,501,2526,350,206,3754,157,48895,5153,57,389,49,412,983,569,3223,2788,308,24,54,1331,6172,363,398,3173,26,5,3454,11389,18359,7,682,7,58,2601,724,32,82,9,7,40,16699,23,205,669,1162,1
TCGA-49-6761-01A-31R-1949-07,907,992,44,425,308,924,0,0,1535,26,186,8,2,1,759,1624,1790,1358,11,22,4,54,275,1119,60,23,42,253,305,1033,44,750,62,557,116,153,6,37,6615,348,164,226,164,2291,9,818,3,51,141,329,40,117,5,211,286,10,562,4091,2606,6,51,19,14,6,47,40,625,29,17,149,64,14356,213,5,89,7,57,132,49,481,648,20,2,1,209,5023,83,67,232,11,1,555,878,2512,0,114,7,3,984,147,2,10,0,6,1,3463,3,23,56,66,1
TCGA-L9-A444-01A-21R-A24H-07,504,1580,154,4,298,506,1,0,2461,19,973,7,5,7,1349,844,1315,3844,18,7,0,56,561,963,366,2,55,354,392,2468,16,615,270,1251,256,146,2,40,3772,1084,453,521,332,3906,1,1107,0,78,177,502,15,756,2,320,675,17,0,2207,2411,0,82,26,2,1,47,130,2002,36,33,109,1,27,805,0,77,31,124,652,51,811,1417,19,4,0,206,3135,27,148,538,16,0,596,261,3018,0,119,8,46,214,38,0,0,0,7,13,7361,1,30,26,15,1
TCGA-55-7227-01A-11R-2039-07,796,2734,196,505,831,696,25,4,4064,56,1825,31,3,14,1857,2958,2895,2656,45,12,6,90,1118,502,369,71,91,442,1090,2995,51,273,205,2983,554,234,17,290,9417,483,708,545,348,4832,10,1261,1,313,90,617,25,1143,3,489,999,5,2,2726,3204,0,26,21,6,9,129,42,656,15,272,217,14,5572,2067,1,58,12,68,351,33,786,3080,62,6,0,274,1494,227,123,1947,19,0,627,479,16825,1,673,10,99,1098,44,0,10,0,4,18,7002,0,46,112,31,1
TCGA-44-7669-01A-21R-2066-07,1859,2425,254,4113,1042,824,108,6,9564,52,2051,10,49,23,2620,3472,8771,4467,52,185,35,1524,3577,1843,371,535,125,887,667,5960,253,1075,367,2868,777,630,127,403,12391,548,3417,1147,1186,9284,101,2832,20,652,35,947,2972,3223,36,550,1520,121,8,10895,3817,28,220,212,26,22,281,372,5634,129,134,1922,494,74154,2836,3,349,44,304,1068,377,2855,11456,1212,17,163,2332,6247,97,194,2361,38,4,3173,6803,13769,13,3995,55,148,1046,702,4,53,2,23,91,18496,37,61,334,963,1
TCGA-75-7031-01A-11R-1949-07,245,366,42,855,180,146,10,5,2528,8,373,3,4,2,3391,878,1199,1767,9,42,3,99,443,444,75,60,39,97,157,2195,44,236,77,496,111,355,20,49,24657,123,322,241,164,2442,18,498,6,132,32,315,85,612,13,108,199,8,6,1912,3081,15,55,63,16,10,77,62,9140,37,47,253,160,36809,779,1,37,3,106,279,48,330,1200,120,4,2,351,4961,56,32,273,2,0,937,2135,7874,3,132,10,28,392,65,1,9,1,3,22,2357,5,29,48,39,1
TCGA-78-7143-01A-11R-2039-07,1295,1451,114,287,1148,476,24,6,5119,44,485,13,2,7,1105,2887,2697,2291,26,10,3,46,821,983,368,114,110,176,855,3732,67,680,159,1511,170,389,295,357,19105,622,738,327,214,7321,3,748,0,310,140,972,116,742,4,224,623,131,0,2378,3779,1,41,48,11,7,77,175,1316,10,203,86,53,18477,1444,2,98,19,669,429,75,498,1569,51,38,1,474,3163,338,124,2014,19,2,553,325,17336,3,300,18,82,1092,207,18,7,0,4,48,4697,0,76,122,100,1
TCGA-55-8092-01A-11R-2241-07,532,1099,226,31,1927,531,2,3,1067,15,3258,3,0,11,2279,3411,3146,3993,48,11,73,165,836,451,167,452,86,180,780,5044,49,813,482,3529,464,28,5,56,27728,24,716,516,333,3828,10,1392,0,198,564,751,54,956,13,550,579,34,0,6297,5560,0,260,16,2,7,98,59,8361,32,196,257,3,205,1612,1,110,27,145,259,75,673,141,11,5,0,500,4629,17,178,1363,25,1,794,396,5762,0,392,58,40,308,205,0,4,0,16,10,10913,1,114,52,114,1
TCGA-49-4507-01A-01R-1206-07,558,564,79,17,451,790,0,25,1179,34,229,59,0,1,928,6297,15899,5565,11,13,2,42,322,76,25,57,59,193,883,999,112,1128,61,812,128,10,1,41,17497,25,225,608,345,6132,0,1183,9,12,498,556,21,753,11,408,381,2,1,3735,4619,0,301,36,3,13,112,24,3172,2,131,59,168,1264,1765,45,16,11,53,307,33,1272,46,94,35,0,344,6910,20,166,15,6,1,249,572,13975,2,112,4,7,215,66,0,2,0,2,20,7436,0,234,14,39,1
TCGA-73-4666-01A-01R-1206-07,643,1535,102,1137,1383,447,10,21,5493,62,585,7,4,9,2005,18760,59255,5866,31,50,4,78,857,595,133,90,48,432,3741,4660,32,1153,106,1142,266,170,47,115,34727,212,948,1681,569,12952,9,1829,5,148,238,755,303,1289,28,358,849,29,2,4050,3578,7,132,24,3,3,99,126,2641,101,47,590,128,28570,1298,3,405,18,111,241,48,1547,1508,99,8,5,620,7710,76,125,517,5,0,1099,2465,14422,1,194,11,26,285,639,0,2,0,4,61,11285,7,52,212,100,1
TCGA-91-8499-01A-11R-2403-07,1167,349,63,128,150,1195,780,2,529,20,947,0,0,441,1276,704,1310,1513,21,54,0,385,820,200,93,28,9,209,175,2392,168,252,263,422,84,66,20,8,4899,166,1523,282,188,1856,14,1017,11,25,358,238,3731,316,1,185,281,2,3,4281,2042,8,16,38,4,3,96,67,3313,85,18,123,2,1755,343,4,307,2,18,198,63,803,931,125,2,3,322,3694,47,79,157,4,0,906,469,5679,1,57,6,6,144,24,0,3,0,0,7,4938,18,74,31,13,1
TCGA-86-8359-01A-11R-2326-07,520,381,80,48,223,483,1,1,444,3,633,5,1,2,1169,1732,1833,2649,8,6,1,97,231,205,17,15,54,147,404,6440,19,687,50,854,173,198,1,56,19935,133,221,196,391,2955,0,687,0,80,151,210,3,985,11,157,187,6,0,3537,3735,3,67,20,1,12,86,39,7594,30,33,112,7,994,391,2,40,3,15,148,26,371,247,245,2,0,115,7033,172,74,186,4,1,610,243,1820,0,179,2,25,328,22,0,3,0,5,4,3498,2,65,141,29,1
TCGA-50-6595-01A-12R-1858-07,959,1568,137,7,701,617,466,3,2151,15,510,4,0,3,980,8941,24609,1385,19,3,0,124,125,366,13,5,57,646,812,1474,27,300,89,1820,262,8,7,49,15767,83,976,301,284,1470,0,1912,14,77,66,437,22,1038,8,410,873,19,0,9841,2179,1,31,16,3,4,38,3,945,0,6,99,5,104,363,0,25,3,405,603,65,1285,20,41,10,0,187,1539,97,132,273,8,1,758,62,4061,0,268,3,9,184,703,0,26,1,7,15,10662,0,31,47,37,1
TCGA-44-7667-01A-31R-2066-07,189,706,89,14,122,439,15,1,906,12,227,7,17,2,1035,429,1654,643,17,8,0,115,28,161,471,42,15,310,254,3155,397,640,110,990,130,9,2,8,7330,37,1587,215,90,3155,23,1420,1,29,115,289,11,165,14,306,605,7,0,5000,4427,2,93,7,4,2,271,7,3279,3,22,167,0,39,478,0,2201,1,17,298,116,1804,26,3518,1,0,2359,11232,105,198,6,1,0,7370,49,5101,0,496,16,32,31,2,0,2,0,0,6,7522,0,31,14,36,1
TCGA-99-8033-01A-11R-2241-07,514,1021,152,270,1100,534,4,4,2632,18,651,4,3,7,1934,9783,17533,9242,21,10,13,103,589,1141,354,160,112,332,2049,6755,131,1154,164,2172,256,292,7,98,10840,61,376,688,461,9014,4,1789,0,91,844,668,6,2752,24,435,663,9,3,3778,5847,0,290,24,2,24,135,13,3638,21,273,87,26,561,1523,1,31,13,111,500,90,1004,844,9,1,0,491,4896,126,213,397,11,2,824,589,20425,0,560,28,38,207,135,0,469,0,10,377,9294,0,99,55,13,1
TCGA-62-8397-01A-11R-2326-07,127,1328,36,13,304,219,14,0,2373,126,254,10,0,2,308,637,289,375,3,0,28,19,178,272,194,6,18,104,130,1983,5,136,267,610,134,4446,16,26,2015,255,5488,53,96,2805,1,292,1,50,53,145,0,609,5,115,233,2,102,556,777,1,4,4,4,2,31,33,1040,6,133,59,4,165,171,0,9,11,110,50,21,149,102,16,0,0,34,339,255,44,384,0,0,103,234,1890,0,115,1,16,282,33,2,13,0,0,3,2743,1,4,11,10,1
TCGA-MP-A4TA-01A-21R-A24X-07,370,535,81,9,1003,490,6,2,1805,19,367,7,0,0,566,1674,1571,1684,45,12,1,61,432,490,299,48,31,270,460,2923,23,909,135,1396,217,5,6,96,18634,113,495,262,272,1541,39,913,1,326,169,1019,105,1075,73,263,529,11,0,2293,6261,2,37,7,3,3,33,29,4391,5,59,134,2,78,365,4,52,6,37,238,43,595,14,157,7,2,421,7358,80,178,240,7,0,524,207,6197,0,235,17,42,371,501,0,7,0,7,6,5926,2,52,10,80,1
TCGA-55-8510-01A-11R-2403-07,1858,1793,268,2045,1154,846,42,8,4516,75,1619,40,25,52,1958,5012,8418,8187,60,179,20,138,2337,1390,611,147,269,525,1004,4781,72,612,578,3346,520,796,199,476,8821,1075,969,647,746,6163,43,2341,27,552,127,758,141,1523,83,606,1149,86,12,4312,2585,151,231,138,25,77,260,543,1079,218,475,210,259,74113,1247,10,146,42,193,1370,299,1058,5805,209,14,42,1863,3808,309,289,1525,45,10,1049,6559,8227,8,527,11,82,965,1226,24,172,4,19,75,7847,11,150,424,510,1
TCGA-50-6591-01A-11R-1755-07,1288,2350,1030,7,1298,224,16,0,212,75,3,36,1,11,1832,596,1779,205,4,7,1,4239,504,433,10,48,1,1126,86,1268,123,581,1228,119,42,11,4,12,7208,230,441,32,200,1775,0,443,80,43,118,166,516,1855,0,1101,641,2,1389,4169,1956,1,4,21,2,0,16,3,1777,2,4,30,0,1,89,1,706,1,163,107,34,342,28,30,2,4,481,3057,14,115,2,109,0,330,167,1437,0,2943,13,25,14,11,0,1,0,41,3,2823,0,12,8,47,1
TCGA-05-5425-01A-02R-1628-07,772,1271,90,2105,332,317,5,11,5201,36,859,3,12,9,2355,1786,2630,8226,58,10,13,94,1154,301,392,184,68,368,445,4850,116,482,333,1033,248,1138,19,105,18127,207,1633,949,632,4842,15,1176,8,203,197,520,70,826,16,355,521,21,3,2849,5252,12,82,28,2,242,222,123,2209,87,957,782,275,70892,1336,0,141,13,146,412,117,1429,4875,37,6,0,345,5365,131,130,1392,16,1,836,2519,4916,7,262,59,26,424,253,1,20,0,9,6,8438,15,73,86,175,1
TCGA-49-AARR-01A-11R-A41B-07,7963,2381,595,5003,1552,2678,119,15,10799,97,5343,70,12,49,6897,3960,13907,5534,181,1694,35,233,3332,1215,533,414,331,1736,1460,6109,225,408,951,9175,1087,1848,103,1668,9289,1493,2989,944,2223,7069,52,4336,108,1152,33,971,253,1181,301,1379,2166,190,24,7402,2258,163,1113,941,312,120,1046,735,1295,641,991,4766,696,193866,2913,71,867,113,574,2171,2201,3569,5627,387,483,78,2170,631,951,996,4955,48,17,1859,17349,9500,29,2191,61,126,3787,1577,35,45,9,24,51,19571,36,182,1153,1442,1
TCGA-55-7574-01A-11R-2039-07,1238,1819,240,1350,546,1261,20,1,9245,43,803,15,8,4,2113,1676,3228,3927,70,37,18,137,594,645,83,379,190,769,720,2580,293,376,404,2693,470,1035,34,94,4599,503,1413,300,1204,4949,19,1436,6,380,63,576,114,851,24,433,988,38,2,3935,1958,37,120,104,50,15,131,195,1622,45,24,1359,485,62356,2343,2,93,30,247,977,123,1909,3301,165,5,5,626,1151,29,197,1719,62,4,1028,2051,5367,2,653,34,82,1496,141,8,21,2,15,24,9754,11,42,147,193,1
TCGA-44-7662-01A-11R-2066-07,1668,2651,229,27,1929,2625,3,1,1171,43,3219,9,0,6,1788,46123,50144,13643,31,4,1,181,3826,876,342,0,125,549,1562,2525,86,1078,296,3280,874,21,5,35,30214,781,940,518,432,4482,3,3329,1,46,642,930,5,2282,2,824,2310,6,1,11847,6362,2,99,42,1,2,86,7,6375,17,38,173,6,144,821,0,51,36,724,467,105,1586,13,82,2,0,1337,6518,286,216,14,10,0,1857,356,11314,3,751,5,50,149,990,1,202,0,9,37,12894,0,68,51,51,1
TCGA-69-7979-01A-11R-2187-07,726,749,97,29,2886,2576,0,0,38301,16,1145,2,1,1,3091,3839,2714,738,8,5,2,51,455,2792,721,14,64,197,2145,4666,38,1597,92,2017,348,129,22,126,13081,2383,377,244,271,3632,1,1055,5,92,706,1007,8,1695,11,274,709,6,3,1704,5114,0,74,35,0,10,45,10,1513,2,75,200,97,1277,1094,4,21,28,58,194,36,483,10446,22,28,2,515,9366,36,237,292,10,0,727,232,7007,0,3426,4,52,303,171,0,5,0,6,129,4760,3,6,51,26,1
TCGA-55-8614-01A-11R-2403-07,5457,931,96,257,790,838,4,1,2902,47,1253,18,3,62,1039,2249,3921,1774,22,15,5,47,350,352,110,197,35,183,695,2643,117,420,1431,1215,412,665,41,247,2095,1337,554,206,463,1327,7,693,11,201,309,752,19,813,462,333,431,48,0,2257,1986,6,146,89,0,20,48,39,1235,13,54,249,5,854,2270,0,49,2,191,464,44,470,2791,293,19,1,250,1900,34,94,596,14,2,961,917,3975,0,915,11,43,281,102,0,30,0,4,61,3791,4,11,149,46,1
TCGA-69-7980-01A-11R-2187-07,2004,1925,207,1377,2202,2312,32,20,2422,65,871,17,10,30,3036,1837,2317,4268,99,94,1,82,8790,520,466,87,444,450,656,4611,61,835,195,3890,1292,504,43,322,24879,1332,440,655,587,1587,95,1710,4,395,135,696,79,2530,25,389,826,50,0,5257,8791,12,118,35,9,31,124,311,4597,102,123,889,139,21055,2878,10,179,36,136,624,193,1137,1056,148,21,6,419,4439,46,186,2840,33,7,961,4730,24312,3,642,22,93,1529,242,26,198,0,24,20,9695,10,148,152,243,1
TCGA-55-A494-01A-11R-A24X-07,118,414,45,4,250,697,0,4,965,16,9,2,0,6,725,584,949,251,0,7,3,49,74,575,16,5,14,251,1489,7941,9,972,34,81,117,72,0,29,34471,349,64,35,118,1720,63,918,0,21,101,118,2,1767,9,136,421,3,0,1227,5132,0,55,73,2,0,12,12,5448,1,34,59,21,47,166,78,16,4,2,759,0,398,9,59,0,2,253,10405,25,78,0,6,0,539,494,5156,0,116,5,178,155,106,13,48,0,4,5,2794,1,32,15,18,1
TCGA-73-4675-01A-01R-1206-07,1067,1101,215,38,562,872,32,11,1253,73,844,59,0,9,2336,13053,17135,1913,35,18,0,140,75,603,158,32,124,238,4152,4650,28,1333,594,4320,437,906,11,136,65547,1132,774,341,626,1106,5,1817,6,429,496,1063,7,1329,55,453,940,68,0,2220,6273,1,72,61,1,77,137,89,411,26,1256,139,13,49,1797,1,112,28,70,503,203,751,146,34,29,0,191,6497,1121,295,610,11,1,757,355,31476,1,765,16,26,953,97,8,6,0,10,217,8703,3,247,172,247,1
TCGA-05-4390-01A-02R-1755-07,226,544,70,6,177,374,2,1,1599,5,614,1,0,1,788,278,597,687,5,4,7,148,38,494,35,0,17,89,345,1315,55,410,205,1435,127,2,1,7,9821,312,426,116,99,3719,0,639,2,37,74,180,3,457,1,122,424,28,1,2329,3057,4,9,8,0,19,637,5,6328,4,14,64,1,6,183,0,18,3,364,99,14,437,3983,1382,0,4,530,6091,244,69,28,6,1,655,68,4124,0,350,0,54,426,4,0,0,0,2,8,3887,0,11,19,22,1
TCGA-97-7941-01A-11R-2187-07,4188,3038,1445,16079,1490,2038,33,13,10656,118,3109,7,9,66,3700,6462,12521,8352,162,186,114,181,5854,1208,1248,566,724,1057,1799,10359,490,1019,7014,7740,1389,2279,185,956,23784,1533,2232,508,1493,15462,135,3091,62,1201,273,1090,317,2977,85,1220,2429,380,4,6614,5042,245,463,438,59,900,692,884,5512,748,76,1297,430,59412,2103,470,569,74,641,2132,77,2033,9357,402,101,72,2416,2193,97,710,7679,62,22,4860,15910,23039,14,1613,56,169,4533,6682,24,530,1,33,75,16564,27,209,479,960,1
TCGA-05-4433-01A-22R-1858-07,1348,1582,236,112732,1337,388,14,3,9270,42,961,16,6,10,1181,2907,3904,3503,43,155,21,99,2113,352,174,188,141,557,514,4163,175,265,1371,1803,296,859,72,307,19378,373,1849,503,624,5229,30,1132,14,375,37,515,112,1197,49,376,1277,128,5,3095,2521,79,218,39,90,474,161,203,2031,164,454,487,220,34743,804,7,514,23,236,309,26,820,3736,222,17,19,1636,2214,339,136,2201,24,5,1653,5069,7068,7,466,15,95,1101,751,8,59,0,6,18,6437,8,125,205,427,1
TCGA-69-7765-01A-11R-2170-07,885,1403,161,242,375,473,9,4,3109,10,1308,3,2,10,1364,5480,4662,1378,53,22,3,99,659,284,156,33,91,539,605,3226,101,620,170,2820,494,378,23,337,12882,508,1111,345,947,7996,6,1410,1,231,183,607,10,726,3,725,795,29,11,4190,2742,4,74,43,11,4,119,61,375,43,52,301,76,18468,705,5,105,23,67,476,122,1130,2273,41,7,4,258,2453,115,76,838,15,0,754,521,7938,2,804,6,42,315,49,3,27,0,7,50,10258,0,37,110,54,1
TCGA-86-8672-01A-21R-2403-07,613,480,108,9,431,796,0,0,456,22,958,6,0,4,667,12078,7582,1877,11,7,0,38,203,101,25,5,55,101,615,1727,21,360,96,2006,214,4,5,16,7982,16,92,314,102,1851,0,856,0,17,93,234,8,395,1,199,455,0,1,2223,1674,0,57,3,0,9,12,16,2547,2,24,46,5,68,419,0,9,12,27,123,14,435,5,10,1,0,250,4090,8,126,1,4,0,465,238,3302,0,268,2,13,128,171,2,229,0,2,18,3017,0,95,8,8,1
TCGA-49-4506-01A-01R-1206-07,323,576,74,13,278,313,2,17,947,17,1055,46,0,2,1762,1285,1656,2616,23,5,2,70,232,118,42,25,21,243,588,5723,26,955,85,810,127,60,4,7,13535,184,408,644,606,2561,2,1370,4,28,470,212,35,711,4,261,433,5,0,1458,4504,1,253,18,2,3,86,17,735,9,1447,128,59,114,1087,0,64,1,61,208,116,1459,583,13,3,0,141,14890,62,117,109,16,0,357,286,786,1,255,8,35,135,32,0,5,0,7,10,6520,2,135,18,17,1
TCGA-MP-A4TE-01A-22R-A466-07,249,244,97,211,387,211,3,0,438,4,130,5,0,0,702,165,385,1214,6,6,0,173,48,559,34,33,18,123,169,2610,13,627,96,705,82,42,0,5,17754,30,447,89,111,1604,2,605,0,41,99,264,1,1112,0,182,311,0,0,1929,3858,4807,25,39,13,8,67,40,16167,10,311,66,0,0,170,0,3,8,58,135,468,295,0,1434,0,0,284,10493,210,86,290,3,64,4043,120,9326,0,150,4,23,187,5,0,0,0,1,8,3949,0,21,5,47,1
